cycle,out_valid,out_ready,in_frame,in_pass,in_y,in_x,out_data0,out_data1,out_data2,ch_done,row_cnt,col_cnt,row_odd,col_odd,win_valid,pixel_valid,prev_we,mem_we,pool_mem_addr,prev_reg0,prev_reg1,prev_reg2,pair0,pair1,pair2,mem_rd0,mem_rd1,mem_rd2,pool_valid,pool_ready,pool_data0,pool_data1,pool_data2,pool_ch_done,out_frame,out_pass,out_py,out_px,monitor_err
1366,1,1,1,0,0,14,0,1681,0,0,0,14,0,0,0,1,1,0,7,0,1560,0,0,1681,0,238,0,0,0,1,238,1681,0,0,,,,,0
1367,1,1,1,0,0,15,0,1681,0,0,0,15,0,1,0,1,0,1,7,0,1681,0,0,1681,0,238,0,0,0,1,238,1681,0,0,,,,,0
1368,1,1,1,0,0,16,0,1681,0,0,0,16,0,0,0,1,1,0,8,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1369,1,1,1,0,0,17,0,1681,0,0,0,17,0,1,0,1,0,1,8,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1370,1,1,1,0,0,18,0,1681,0,0,0,18,0,0,0,1,1,0,9,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1371,1,1,1,0,0,19,0,1681,0,0,0,19,0,1,0,1,0,1,9,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1372,1,1,1,0,0,20,0,1681,0,0,0,20,0,0,0,1,1,0,10,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1373,1,1,1,0,0,21,0,1681,0,0,0,21,0,1,0,1,0,1,10,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1374,1,1,1,0,0,22,0,1681,0,0,0,22,0,0,0,1,1,0,11,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1375,1,1,1,0,0,23,0,1681,0,0,0,23,0,1,0,1,0,1,11,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1376,1,1,1,0,0,24,0,1681,0,0,0,24,0,0,0,1,1,0,12,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1377,1,1,1,0,0,25,0,1681,0,0,0,25,0,1,0,1,0,1,12,0,1681,0,0,1681,0,0,0,15,0,1,0,1681,15,0,,,,,0
1378,1,1,1,0,1,0,0,1681,0,0,1,0,1,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1379,1,1,1,0,1,1,0,1681,0,0,1,1,1,1,1,1,0,0,0,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,0,0,0
1380,1,1,1,0,1,2,0,1681,0,0,1,2,1,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1381,1,1,1,0,1,3,0,1681,0,0,1,3,1,1,1,1,0,0,1,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,0,1,0
1382,1,1,1,0,1,4,0,1681,0,0,1,4,1,0,0,1,1,0,2,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1383,1,1,1,0,1,5,0,1681,0,0,1,5,1,1,1,1,0,0,2,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,0,2,0
1384,1,1,1,0,1,6,0,1560,0,0,1,6,1,0,0,1,1,0,3,0,1681,0,0,1681,0,0,1665,17,0,1,0,1681,17,0,,,,,0
1385,1,1,1,0,1,7,0,160,361,0,1,7,1,1,1,1,0,0,3,0,1560,0,0,1560,361,0,1665,17,1,1,0,1665,361,0,1,0,0,3,0
1386,1,1,1,0,1,8,0,0,603,0,1,8,1,0,0,1,1,0,4,0,1560,0,0,1560,603,0,676,76,0,1,0,1560,603,0,,,,,0
1387,1,1,1,0,1,9,0,0,90,0,1,9,1,1,1,1,0,0,4,0,0,603,0,0,603,0,676,76,1,1,0,676,603,0,1,0,0,4,0
1388,1,1,1,0,1,10,0,0,0,0,1,10,1,0,0,1,1,0,5,0,0,603,0,0,603,0,987,0,0,1,0,987,603,0,,,,,0
1389,1,1,1,0,1,11,0,0,0,0,1,11,1,1,1,1,0,0,5,0,0,0,0,0,0,0,987,0,1,1,0,987,0,0,1,0,0,5,0
1390,1,1,1,0,1,12,0,1029,0,0,1,12,1,0,0,1,1,0,6,0,0,0,0,1029,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1391,1,1,1,0,1,13,0,1629,0,0,1,13,1,1,1,1,0,0,6,0,1029,0,0,1629,0,0,1681,0,1,1,0,1681,0,0,1,0,0,6,0
1392,1,1,1,0,1,14,0,1681,0,0,1,14,1,0,0,1,1,0,7,0,1029,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1393,1,1,1,0,1,15,0,1681,0,0,1,15,1,1,1,1,0,0,7,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,0,7,0
1394,1,1,1,0,1,16,0,1681,0,0,1,16,1,0,0,1,1,0,8,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1395,1,1,1,0,1,17,0,1681,0,0,1,17,1,1,1,1,0,0,8,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,0,8,0
1396,1,1,1,0,1,18,0,1681,0,0,1,18,1,0,0,1,1,0,9,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1397,1,1,1,0,1,19,0,1681,0,0,1,19,1,1,1,1,0,0,9,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,0,9,0
1398,1,1,1,0,1,20,0,1681,0,0,1,20,1,0,0,1,1,0,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1399,1,1,1,0,1,21,0,1681,0,0,1,21,1,1,1,1,0,0,10,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,0,10,0
1400,1,1,1,0,1,22,0,1681,0,0,1,22,1,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1401,1,1,1,0,1,23,0,1681,0,0,1,23,1,1,1,1,0,0,11,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,0,11,0
1402,1,1,1,0,1,24,0,1681,0,0,1,24,1,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1403,1,1,1,0,1,25,0,1681,0,0,1,25,1,1,1,1,0,0,12,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,0,12,0
1404,1,1,1,0,2,0,0,1681,0,0,2,0,0,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1405,1,1,1,0,2,1,0,1681,0,0,2,1,0,1,0,1,0,1,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1406,1,1,1,0,2,2,0,1681,0,0,2,2,0,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1407,1,1,1,0,2,3,0,1681,0,0,2,3,0,1,0,1,0,1,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1408,1,1,1,0,2,4,0,1681,0,0,2,4,0,0,0,1,1,0,2,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1409,1,1,1,0,2,5,0,1616,0,0,2,5,0,1,0,1,0,1,2,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1410,1,1,1,0,2,6,0,1003,125,0,2,6,0,0,0,1,1,0,3,0,1681,0,0,1681,125,0,1665,17,0,1,0,1681,125,0,,,,,0
1411,1,1,1,0,2,7,0,0,1269,0,2,7,0,1,0,1,0,1,3,0,1003,125,0,1003,1269,0,1665,17,0,1,0,1665,1269,0,,,,,0
1412,1,1,1,0,2,8,0,0,1792,0,2,8,0,0,0,1,1,0,4,0,1003,125,0,1003,1792,0,676,76,0,1,0,1003,1792,0,,,,,0
1413,1,1,1,0,2,9,0,0,858,0,2,9,0,1,0,1,0,1,4,0,0,1792,0,0,1792,0,676,76,0,1,0,676,1792,0,,,,,0
1414,1,1,1,0,2,10,0,0,0,0,2,10,0,0,0,1,1,0,5,0,0,1792,0,0,1792,0,987,0,0,1,0,987,1792,0,,,,,0
1415,1,1,1,0,2,11,0,0,0,0,2,11,0,1,0,1,0,1,5,0,0,0,0,0,0,0,987,0,0,1,0,987,0,0,,,,,0
1416,1,1,1,0,2,12,0,0,0,0,2,12,0,0,0,1,1,0,6,0,0,0,0,0,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1417,1,1,1,0,2,13,0,175,0,0,2,13,0,1,0,1,0,1,6,0,0,0,0,175,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1418,1,1,1,0,2,14,0,1351,0,0,2,14,0,0,0,1,1,0,7,0,0,0,0,1351,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1419,1,1,1,0,2,15,0,1681,0,0,2,15,0,1,0,1,0,1,7,0,1351,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1420,1,1,1,0,2,16,0,1681,0,0,2,16,0,0,0,1,1,0,8,0,1351,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1421,1,1,1,0,2,17,0,1681,0,0,2,17,0,1,0,1,0,1,8,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1422,1,1,1,0,2,18,0,1681,0,0,2,18,0,0,0,1,1,0,9,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1423,1,1,1,0,2,19,0,1681,0,0,2,19,0,1,0,1,0,1,9,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1424,1,1,1,0,2,20,0,1681,0,0,2,20,0,0,0,1,1,0,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1425,1,1,1,0,2,21,0,1681,0,0,2,21,0,1,0,1,0,1,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1426,1,1,1,0,2,22,0,1681,0,0,2,22,0,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1427,1,1,1,0,2,23,0,1681,0,0,2,23,0,1,0,1,0,1,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1428,1,1,1,0,2,24,0,1681,0,0,2,24,0,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1429,1,1,1,0,2,25,0,1681,0,0,2,25,0,1,0,1,0,1,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1430,1,1,1,0,3,0,0,1681,0,0,3,0,1,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1431,1,1,1,0,3,1,0,1681,0,0,3,1,1,1,1,1,0,0,0,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,1,0,0
1432,1,1,1,0,3,2,0,1681,0,0,3,2,1,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1433,1,1,1,0,3,3,0,1681,0,0,3,3,1,1,1,1,0,0,1,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,1,1,0
1434,1,1,1,0,3,4,0,1681,0,0,3,4,1,0,0,1,1,0,2,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1435,1,1,1,0,3,5,0,1409,37,0,3,5,1,1,1,1,0,0,2,0,1681,0,0,1681,37,0,1681,0,1,1,0,1681,37,0,1,0,1,2,0
1436,1,1,1,0,3,6,0,183,466,0,3,6,1,0,0,1,1,0,3,0,1681,0,0,1681,466,0,1003,1269,0,1,0,1681,1269,0,,,,,0
1437,1,1,1,0,3,7,0,0,2489,0,3,7,1,1,1,1,0,0,3,0,183,466,0,183,2489,0,1003,1269,1,1,0,1003,2489,0,1,0,1,3,0
1438,1,1,1,0,3,8,0,0,3133,0,3,8,1,0,0,1,1,0,4,0,183,466,0,183,3133,0,0,1792,0,1,0,183,3133,0,,,,,0
1439,1,1,1,0,3,9,0,0,3277,0,3,9,1,1,1,1,0,0,4,0,0,3133,0,0,3277,0,0,1792,1,1,0,0,3277,0,1,0,1,4,0
1440,1,1,1,0,3,10,0,0,2615,0,3,10,1,0,0,1,1,0,5,0,0,3133,0,0,3133,0,0,0,0,1,0,0,3133,0,,,,,0
1441,1,1,1,0,3,11,0,0,663,0,3,11,1,1,1,1,0,0,5,0,0,2615,0,0,2615,0,0,0,1,1,0,0,2615,0,1,0,1,5,0
1442,1,1,1,0,3,12,501,0,0,0,3,12,1,0,0,1,1,0,6,0,0,2615,501,0,2615,0,175,0,0,1,501,175,2615,0,,,,,0
1443,1,1,1,0,3,13,0,0,0,0,3,13,1,1,1,1,0,0,6,501,0,0,501,0,0,0,175,0,1,1,501,175,0,0,1,0,1,6,0
1444,1,1,1,0,3,14,0,481,0,0,3,14,1,0,0,1,1,0,7,501,0,0,501,481,0,0,1681,0,0,1,501,1681,0,0,,,,,0
1445,1,1,1,0,3,15,0,1595,0,0,3,15,1,1,1,1,0,0,7,0,481,0,0,1595,0,0,1681,0,1,1,0,1681,0,0,1,0,1,7,0
1446,1,1,1,0,3,16,0,1681,0,0,3,16,1,0,0,1,1,0,8,0,481,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1447,1,1,1,0,3,17,0,1681,0,0,3,17,1,1,1,1,0,0,8,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,1,8,0
1448,1,1,1,0,3,18,0,1681,0,0,3,18,1,0,0,1,1,0,9,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1449,1,1,1,0,3,19,0,1681,0,0,3,19,1,1,1,1,0,0,9,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,1,9,0
1450,1,1,1,0,3,20,0,1681,0,0,3,20,1,0,0,1,1,0,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1451,1,1,1,0,3,21,0,1681,0,0,3,21,1,1,1,1,0,0,10,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,1,10,0
1452,1,1,1,0,3,22,0,1681,0,0,3,22,1,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1453,1,1,1,0,3,23,0,1681,0,0,3,23,1,1,1,1,0,0,11,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,1,11,0
1454,1,1,1,0,3,24,0,1681,0,0,3,24,1,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1455,1,1,1,0,3,25,0,1681,0,0,3,25,1,1,1,1,0,0,12,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,1,12,0
1456,1,1,1,0,4,0,0,1681,0,0,4,0,0,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1457,1,1,1,0,4,1,0,1681,0,0,4,1,0,1,0,1,0,1,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1458,1,1,1,0,4,2,0,1681,0,0,4,2,0,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1459,1,1,1,0,4,3,0,1681,0,0,4,3,0,1,0,1,0,1,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1460,1,1,1,0,4,4,0,1681,0,0,4,4,0,0,0,1,1,0,2,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1461,1,1,1,0,4,5,0,1373,143,0,4,5,0,1,0,1,0,1,2,0,1681,0,0,1681,143,0,1681,0,0,1,0,1681,143,0,,,,,0
1462,1,1,1,0,4,6,0,452,766,0,4,6,0,0,0,1,1,0,3,0,1681,0,0,1681,766,0,1003,1269,0,1,0,1681,1269,0,,,,,0
1463,1,1,1,0,4,7,0,0,2974,0,4,7,0,1,0,1,0,1,3,0,452,766,0,452,2974,0,1003,1269,0,1,0,1003,2974,0,,,,,0
1464,1,1,1,0,4,8,0,0,4885,0,4,8,0,0,0,1,1,0,4,0,452,766,0,452,4885,0,0,1792,0,1,0,452,4885,0,,,,,0
1465,1,1,1,0,4,9,1838,0,6312,0,4,9,0,1,0,1,0,1,4,0,0,4885,1838,0,6312,0,0,1792,0,1,1838,0,6312,0,,,,,0
1466,1,1,1,0,4,10,1617,0,6053,0,4,10,0,0,0,1,1,0,5,0,0,4885,1617,0,6053,0,0,0,0,1,1617,0,6053,0,,,,,0
1467,1,1,1,0,4,11,804,0,3965,0,4,11,0,1,0,1,0,1,5,1617,0,6053,1617,0,6053,0,0,0,0,1,1617,0,6053,0,,,,,0
1468,1,1,1,0,4,12,1030,0,1581,0,4,12,0,0,0,1,1,0,6,1617,0,6053,1617,0,6053,0,175,0,0,1,1617,175,6053,0,,,,,0
1469,1,1,1,0,4,13,875,0,0,0,4,13,0,1,0,1,0,1,6,1030,0,1581,1030,0,1581,0,175,0,0,1,1030,175,1581,0,,,,,0
1470,1,1,1,0,4,14,119,0,0,0,4,14,0,0,0,1,1,0,7,1030,0,1581,1030,0,1581,0,1681,0,0,1,1030,1681,1581,0,,,,,0
1471,1,1,1,0,4,15,0,1332,0,0,4,15,0,1,0,1,0,1,7,119,0,0,119,1332,0,0,1681,0,0,1,119,1681,0,0,,,,,0
1472,1,1,1,0,4,16,0,1681,0,0,4,16,0,0,0,1,1,0,8,119,0,0,119,1681,0,0,1681,0,0,1,119,1681,0,0,,,,,0
1473,1,1,1,0,4,17,0,1681,0,0,4,17,0,1,0,1,0,1,8,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1474,1,1,1,0,4,18,0,1681,0,0,4,18,0,0,0,1,1,0,9,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1475,1,1,1,0,4,19,0,1681,0,0,4,19,0,1,0,1,0,1,9,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1476,1,1,1,0,4,20,0,1681,0,0,4,20,0,0,0,1,1,0,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1477,1,1,1,0,4,21,0,1681,0,0,4,21,0,1,0,1,0,1,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1478,1,1,1,0,4,22,0,1681,0,0,4,22,0,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1479,1,1,1,0,4,23,0,1681,0,0,4,23,0,1,0,1,0,1,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1480,1,1,1,0,4,24,0,1681,0,0,4,24,0,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1481,1,1,1,0,4,25,0,1681,0,0,4,25,0,1,0,1,0,1,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1482,1,1,1,0,5,0,0,1681,0,0,5,0,1,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1483,1,1,1,0,5,1,0,1681,0,0,5,1,1,1,1,1,0,0,0,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,2,0,0
1484,1,1,1,0,5,2,0,1681,0,0,5,2,1,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1485,1,1,1,0,5,3,0,1681,0,0,5,3,1,1,1,1,0,0,1,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,2,1,0
1486,1,1,1,0,5,4,0,1681,0,0,5,4,1,0,0,1,1,0,2,0,1681,0,0,1681,0,0,1681,143,0,1,0,1681,143,0,,,,,0
1487,1,1,1,0,5,5,0,1652,123,0,5,5,1,1,1,1,0,0,2,0,1681,0,0,1681,123,0,1681,143,1,1,0,1681,143,0,1,0,2,2,0
1488,1,1,1,0,5,6,0,1826,680,0,5,6,1,0,0,1,1,0,3,0,1681,0,0,1826,680,0,452,2974,0,1,0,1826,2974,0,,,,,0
1489,1,1,1,0,5,7,1416,2003,2686,0,5,7,1,1,1,1,0,0,3,0,1826,680,1416,2003,2686,0,452,2974,1,1,1416,2003,2974,0,1,0,2,3,0
1490,1,1,1,0,5,8,1622,2257,5207,0,5,8,1,0,0,1,1,0,4,0,1826,680,1622,2257,5207,1838,0,6312,0,1,1838,2257,6312,0,,,,,0
1491,1,1,1,0,5,9,2678,1250,7047,0,5,9,1,1,1,1,0,0,4,1622,2257,5207,2678,2257,7047,1838,0,6312,1,1,2678,2257,7047,0,1,0,2,4,0
1492,1,1,1,0,5,10,2832,0,7108,0,5,10,1,0,0,1,1,0,5,1622,2257,5207,2832,2257,7108,1617,0,6053,0,1,2832,2257,7108,0,,,,,0
1493,1,1,1,0,5,11,1353,0,5920,0,5,11,1,1,1,1,0,0,5,2832,0,7108,2832,0,7108,1617,0,6053,1,1,2832,0,7108,0,1,0,2,5,0
1494,1,1,1,0,5,12,16,0,3919,0,5,12,1,0,0,1,1,0,6,2832,0,7108,2832,0,7108,1030,0,1581,0,1,2832,0,7108,0,,,,,0
1495,1,1,1,0,5,13,250,0,777,0,5,13,1,1,1,1,0,0,6,16,0,3919,250,0,3919,1030,0,1581,1,1,1030,0,3919,0,1,0,2,6,0
1496,1,1,1,0,5,14,1136,0,0,0,5,14,1,0,0,1,1,0,7,16,0,3919,1136,0,3919,119,1332,0,0,1,1136,1332,3919,0,,,,,0
1497,1,1,1,0,5,15,0,0,0,0,5,15,1,1,1,1,0,0,7,1136,0,0,1136,0,0,119,1332,0,1,1,1136,1332,0,0,1,0,2,7,0
1498,1,1,1,0,5,16,0,1523,0,0,5,16,1,0,0,1,1,0,8,1136,0,0,1136,1523,0,0,1681,0,0,1,1136,1681,0,0,,,,,0
1499,1,1,1,0,5,17,0,1664,0,0,5,17,1,1,1,1,0,0,8,0,1523,0,0,1664,0,0,1681,0,1,1,0,1681,0,0,1,0,2,8,0
1500,1,1,1,0,5,18,0,1681,0,0,5,18,1,0,0,1,1,0,9,0,1523,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1501,1,1,1,0,5,19,0,1681,0,0,5,19,1,1,1,1,0,0,9,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,2,9,0
1502,1,1,1,0,5,20,0,1681,0,0,5,20,1,0,0,1,1,0,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1503,1,1,1,0,5,21,0,1681,0,0,5,21,1,1,1,1,0,0,10,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,2,10,0
1504,1,1,1,0,5,22,0,1681,0,0,5,22,1,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1505,1,1,1,0,5,23,0,1681,0,0,5,23,1,1,1,1,0,0,11,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,2,11,0
1506,1,1,1,0,5,24,0,1681,0,0,5,24,1,0,0,1,1,0,12,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1507,1,1,1,0,5,25,0,1681,0,0,5,25,1,1,1,1,0,0,12,0,1681,0,0,1681,0,0,1681,0,1,1,0,1681,0,0,1,0,2,12,0
1508,1,1,1,0,6,0,0,1681,0,0,6,0,0,0,0,1,1,0,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1509,1,1,1,0,6,1,0,1681,0,0,6,1,0,1,0,1,0,1,0,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1510,1,1,1,0,6,2,0,1681,0,0,6,2,0,0,0,1,1,0,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1511,1,1,1,0,6,3,0,1681,0,0,6,3,0,1,0,1,0,1,1,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1512,1,1,1,0,6,4,0,1681,0,0,6,4,0,0,0,1,1,0,2,0,1681,0,0,1681,0,0,1681,143,0,1,0,1681,143,0,,,,,0
1513,1,1,1,0,6,5,0,1735,0,0,6,5,0,1,0,1,0,1,2,0,1681,0,0,1735,0,0,1681,143,0,1,0,1735,143,0,,,,,0
1514,1,1,1,0,6,6,0,1987,236,0,6,6,0,0,0,1,1,0,3,0,1681,0,0,1987,236,0,452,2974,0,1,0,1987,2974,0,,,,,0
1515,1,1,1,0,6,7,1862,2720,1295,0,6,7,0,1,0,1,0,1,3,0,1987,236,1862,2720,1295,0,452,2974,0,1,1862,2720,2974,0,,,,,0
1516,1,1,1,0,6,8,3388,3698,3737,0,6,8,0,0,0,1,1,0,4,0,1987,236,3388,3698,3737,1838,0,6312,0,1,3388,3698,6312,0,,,,,0
1517,1,1,1,0,6,9,3101,4660,5976,0,6,9,0,1,0,1,0,1,4,3388,3698,3737,3388,4660,5976,1838,0,6312,0,1,3388,4660,6312,0,,,,,0
1518,1,1,1,0,6,10,1824,1728,7578,0,6,10,0,0,0,1,1,0,5,3388,3698,3737,3388,3698,7578,1617,0,6053,0,1,3388,3698,7578,0,,,,,0
1519,1,1,1,0,6,11,456,0,7206,0,6,11,0,1,0,1,0,1,5,1824,1728,7578,1824,1728,7578,1617,0,6053,0,1,1824,1728,7578,0,,,,,0
1520,1,1,1,0,6,12,263,0,5517,0,6,12,0,0,0,1,1,0,6,1824,1728,7578,1824,1728,7578,1030,0,1581,0,1,1824,1728,7578,0,,,,,0
1521,1,1,1,0,6,13,0,0,2607,0,6,13,0,1,0,1,0,1,6,263,0,5517,263,0,5517,1030,0,1581,0,1,1030,0,5517,0,,,,,0
1522,1,1,1,0,6,14,1133,0,219,0,6,14,0,0,0,1,1,0,7,263,0,5517,1133,0,5517,119,1332,0,0,1,1133,1332,5517,0,,,,,0
1523,1,1,1,0,6,15,255,0,0,0,6,15,0,1,0,1,0,1,7,1133,0,219,1133,0,219,119,1332,0,0,1,1133,1332,219,0,,,,,0
1524,1,1,1,0,6,16,0,0,0,0,6,16,0,0,0,1,1,0,8,1133,0,219,1133,0,219,0,1681,0,0,1,1133,1681,219,0,,,,,0
1525,1,1,1,0,6,17,0,1299,0,0,6,17,0,1,0,1,0,1,8,0,0,0,0,1299,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1526,1,1,1,0,6,18,0,1681,0,0,6,18,0,0,0,1,1,0,9,0,0,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1527,1,1,1,0,6,19,0,1681,0,0,6,19,0,1,0,1,0,1,9,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1528,1,1,1,0,6,20,0,1681,0,0,6,20,0,0,0,1,1,0,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1529,1,1,1,0,6,21,0,1681,0,0,6,21,0,1,0,1,0,1,10,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
1530,1,1,1,0,6,22,0,1681,0,0,6,22,0,0,0,1,1,0,11,0,1681,0,0,1681,0,0,1681,0,0,1,0,1681,0,0,,,,,0
